duration_minutes,dest_start_candidate,rejection_reason
360,2009-06-20 01:05:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-20 05:40:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-20 05:41:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-20 06:49:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-20 07:04:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-20 07:18:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-20 08:14:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-20 08:44:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-20 09:17:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-20 11:12:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-20 12:04:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-20 12:14:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-20 12:45:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-20 13:09:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-20 14:46:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-20 16:35:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-20 16:40:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-20 17:04:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-20 18:43:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-20 21:39:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-20 22:28:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-20 23:04:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-20 23:28:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-21 00:04:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-21 00:23:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-21 01:08:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-21 01:15:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-21 01:38:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-21 01:42:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-21 02:39:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
