n_eventos,n_dias,eventos_dia,pct_tiempo_en_alarma,duracion_media_min,duracion_mediana_min,duracion_p95_min,tiempo_medio_entre_eventos_min,ic95_poisson_low,ic95_poisson_high,periodo,razon_eval_dev,metodo
123,182.5,0.673972602739726,0.8732876712328768,18.658536585365855,15.0,30.0,1241.5573770491803,0.560137125976621,0.8041447660993926,evaluacion,10.752926525529265,PerfilHistorico
34,182.5,0.1863013698630137,0.21118721461187215,16.323529411764707,15.0,30.0,4568.181818181818,0.12901911443601244,0.26033749093261965,evaluacion,2.9723536737235365,Ridge_PERIODIC
22,182.5,0.12054794520547946,0.12557077625570776,15.0,15.0,15.0,11918.571428571428,0.07554675546427184,0.18251103773767252,evaluacion,1.9232876712328766,Ridge_HYBRID
4,182.5,0.021917808219178082,0.0228310502283105,15.0,15.0,15.0,18470.0,0.005971865060966163,0.05611829411180106,evaluacion,0.34968866749688665,HistGB_PERIODIC
25,182.5,0.136986301369863,0.14269406392694062,15.0,15.0,15.0,10428.75,0.08865031149495523,0.20221880382208418,evaluacion,2.1855541718555416,HistGB_HYBRID
