episode_id,paired_destination_id,shift_type,shift_minutes,duration_minutes,destination_start,destination_end,source_start,source_end,quarter,daypart,is_weekend,fold,split,seed,source_valid,destination_valid,p_context_valid,h_context_valid,post_context_valid,selected,rejection_reason,manifest_version,manifest_hash,detected_standard_P,detected_standard_H,detected_standard_OR,detected_onset_zone_P,detected_interior_P,detected_end_zone_P,detected_post_attack_P,detected_induced_P,preexisting_alert_P,detected_onset_zone_H,detected_interior_H,detected_end_zone_H,detected_post_attack_H,detected_induced_H,preexisting_alert_H,detected_onset_zone_OR,detected_interior_OR,detected_end_zone_OR,detected_post_attack_OR,detected_induced_OR,preexisting_alert_OR,first_detection_timestamp,first_detection_zone,delay_minutes,boundary_only_detection_P,post_only_detection_P,boundary_only_detection_H,post_only_detection_H,boundary_only_detection_OR,post_only_detection_OR,detected_by_P,detected_by_H,detected_by_OR,P_only,H_only,both,max_score_H_clean,max_score_H_attack,max_delta_score_H,boundary_width_minutes,preexisting_alert,clean_energy_kwh,replay_energy_kwh,hidden_energy_kwh,hidden_energy_fraction,economic_category,tolerance_used,source_destination_mae,source_destination_rmse,source_destination_correlation,diff_mean,diff_median,diff_p95,onset_jump_kw,end_jump_kw,onset_jump_relative,end_jump_relative,manifest_hash_used,valid_episode,warnings
D360_000_DAILY,D360_000,DAILY,1440,360,2009-06-30 12:32:00,2009-06-30 18:32:00,2009-06-29 12:32:00,2009-06-29 18:32:00,2,tarde,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.6724162654169518,0.6724162654169518,0.6117189911164763,60,False,4.3105,3.2407333333333335,1.0697666666666668,0.24817693229710397,underreporting,0.043105000000000004,0.5035055555555555,0.7620984698697261,-0.015147137513214243,0.17829444444444448,0.135,1.870000000000001,-0.033999999999999975,-0.802,-0.07906976744186041,-0.5082382762991128,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D360_000_WEEKLY,D360_000,WEEKLY,10080,360,2009-06-30 12:32:00,2009-06-30 18:32:00,2009-06-23 12:32:00,2009-06-23 18:32:00,2,tarde,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.6724162654169518,0.7756753015275727,0.7168315788207151,60,False,4.3105,1.6155333333333333,2.6949666666666667,0.6252097591153385,underreporting,0.043105000000000004,0.48845000000000005,0.7633571830335317,0.09792611816260667,0.4491611111111111,0.29500000000000004,2.0006,0.9420000000000002,0.454,2.190697674418605,1.4099378881987579,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D360_001_DAILY,D360_001,DAILY,1440,360,2009-09-09 11:20:00,2009-09-09 17:20:00,2009-09-08 11:20:00,2009-09-08 17:20:00,3,mañana,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.5945376399980127,0.7637114536639324,0.7637114536639324,60,False,6.675266666666668,2.2323666666666666,4.442900000000002,0.665576406435698,underreporting,0.06675266666666668,0.7915833333333334,1.1699782666547462,0.057957847755564694,0.7404833333333332,0.30200000000000005,2.4703,-0.29200000000000004,0.368,-0.19756427604871452,1.5593220338983051,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D360_001_WEEKLY,D360_001,WEEKLY,10080,360,2009-09-09 11:20:00,2009-09-09 17:20:00,2009-09-02 11:20:00,2009-09-02 17:20:00,3,mañana,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.5945376399980127,0.6158286160644459,0.588873604096613,60,False,6.675266666666668,3.4802333333333326,3.1950333333333356,0.47863755755075976,underreporting,0.06675266666666668,0.6125388888888889,1.02455069285137,0.22444229936648058,0.5325055555555556,0.13599999999999995,2.2411,-0.1519999999999999,0.318,-0.10284167794316638,1.111888111888112,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D360_002_DAILY,D360_002,DAILY,1440,360,2009-10-11 07:05:00,2009-10-11 13:05:00,2009-10-10 07:05:00,2009-10-10 13:05:00,4,mañana,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.7154157190742977,0.8146762896904535,0.8146762896904535,60,False,13.1619,7.279733333333332,5.882166666666667,0.44690862768040085,underreporting,0.13161899999999999,1.958538888888889,2.4135347130528517,-0.5679171075391618,0.9803611111111111,1.0030000000000001,5.0381,1.444,0.7839999999999999,6.11864406779661,1.2365930599369084,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D360_002_WEEKLY,D360_002,WEEKLY,10080,360,2009-10-11 07:05:00,2009-10-11 13:05:00,2009-10-04 07:05:00,2009-10-04 13:05:00,4,mañana,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.7154157190742977,0.8228041574880726,0.8228041574880726,60,False,13.1619,6.822699999999999,6.3392,0.4816325910392877,underreporting,0.13161899999999999,1.3806888888888889,1.8673324526952584,0.4232016188277035,1.0565333333333333,0.8909999999999999,4.179700000000001,-0.013999999999999985,0.0,-0.059322033898305024,0.0,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D360_003_DAILY,D360_003,DAILY,1440,360,2009-06-26 00:16:00,2009-06-26 06:16:00,2009-06-25 00:16:00,2009-06-25 06:16:00,2,madrugada,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.6802832948602757,0.6802832948602757,0.20557734360957827,60,False,1.7047666666666668,1.6261666666666665,0.07860000000000023,0.04610601646364129,underreporting,0.01704766666666667,0.09508888888888889,0.1808983139777704,0.4812631569964857,0.0131,-0.0020000000000000018,0.46410000000000007,-0.6960000000000001,0.034,-0.7451820128479658,0.19540229885057475,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D360_003_WEEKLY,D360_003,WEEKLY,10080,360,2009-06-26 00:16:00,2009-06-26 06:16:00,2009-06-19 00:16:00,2009-06-19 06:16:00,2,madrugada,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.6802832948602757,0.6802832948602757,0.3921522239816662,60,False,1.7047666666666668,2.2902,-0.5854333333333333,-0.34340965528029244,overreporting,0.01704766666666667,0.22935,0.40434348709427176,0.11565147862212699,-0.09757222222222221,-0.021999999999999992,0.9942000000000001,-0.49200000000000005,-0.09,-0.5267665952890792,-0.30201342281879195,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D360_004_DAILY,D360_004,DAILY,1440,360,2009-10-16 13:10:00,2009-10-16 19:10:00,2009-10-15 13:10:00,2009-10-15 19:10:00,4,tarde,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.6314460979644972,0.6885135365857236,0.6885135365857236,60,False,5.508033333333334,2.6833666666666667,2.824666666666667,0.5128267197608342,underreporting,0.055080333333333335,0.6423333333333333,0.8896295358805885,-0.22467340736532246,0.47077777777777774,0.17600000000000002,1.7092,0.8840000000000001,-0.32599999999999996,2.0947867298578204,-0.3374741200828157,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D360_004_WEEKLY,D360_004,WEEKLY,10080,360,2009-10-16 13:10:00,2009-10-16 19:10:00,2009-10-09 13:10:00,2009-10-09 19:10:00,4,tarde,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.6314460979644972,0.6314460979644972,0.5615028341271745,60,False,5.508033333333334,5.966233333333333,-0.4581999999999997,-0.08318758661591247,overreporting,0.055080333333333335,0.7599666666666666,0.9507307248170278,-0.18576839139918705,-0.07636666666666667,-0.10199999999999998,1.8853000000000006,0.9260000000000002,-0.5519999999999999,2.194312796208531,-0.4630872483221476,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D360_005_DAILY,D360_005,DAILY,1440,360,2009-08-22 21:46:00,2009-08-23 03:46:00,2009-08-21 21:46:00,2009-08-22 03:46:00,3,noche,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.6643856118728876,0.7660344614399124,0.685722861594196,60,False,3.486833333333333,4.5367999999999995,-1.0499666666666667,-0.30112327326609634,overreporting,0.03486833333333333,0.5389611111111111,0.8651897608167947,0.16843723660039958,-0.17499444444444445,0.015999999999999986,2.1232000000000006,-0.806,-1.5099999999999998,-0.459521094640821,-0.7980972515856236,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D360_005_WEEKLY,D360_005,WEEKLY,10080,360,2009-08-22 21:46:00,2009-08-23 03:46:00,2009-08-15 21:46:00,2009-08-16 03:46:00,3,noche,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.6643856118728876,0.4672018573036806,0.19751511827858398,60,False,3.486833333333333,8.712433333333333,-5.2256,-1.4986664117394008,overreporting,0.03486833333333333,1.0592000000000001,1.3443396148295266,-0.05071043771146568,-0.8709333333333334,-1.0110000000000001,2.8739999999999997,-0.5700000000000001,0.064,-0.32497149372862033,0.20125786163522014,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D360_006_DAILY,D360_006,DAILY,1440,360,2009-06-28 03:38:00,2009-06-28 09:38:00,2009-06-27 03:38:00,2009-06-27 09:38:00,2,madrugada,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.7354357457908403,0.6741267008487951,0.6125579664085639,60,False,3.0702333333333334,3.6122000000000005,-0.5419666666666672,-0.17652295699566825,overreporting,0.030702333333333335,0.5310944444444445,0.9628958002931689,-0.0232744825717029,-0.09032777777777778,0.0020000000000000018,1.913700000000001,-0.0020000000000000018,-0.3800000000000001,-0.006172839506172844,-0.2405063291139241,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D360_006_WEEKLY,D360_006,WEEKLY,10080,360,2009-06-28 03:38:00,2009-06-28 09:38:00,2009-06-21 03:38:00,2009-06-21 09:38:00,2,madrugada,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.7354357457908403,0.7477889405399061,0.7256476878730702,60,False,3.0702333333333334,1.9898666666666667,1.0803666666666667,0.35188422161182104,underreporting,0.030702333333333335,0.31307222222222225,0.5803800766164646,-0.0881317325541472,0.18006111111111112,-0.0040000000000000036,1.2540000000000004,0.08399999999999996,0.958,0.25925925925925913,3.958677685950413,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D360_007_DAILY,D360_007,DAILY,1440,360,2009-11-13 19:12:00,2009-11-14 01:12:00,2009-11-12 19:12:00,2009-11-13 01:12:00,4,noche,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.7341963081899489,0.6764889277311876,0.5317127472443665,60,False,8.6904,8.842333333333332,-0.15193333333333214,-0.017482893000705622,overreporting,0.08690400000000001,0.6790222222222223,1.0596728425949837,0.6443709430800172,-0.02532222222222221,-0.047000000000000125,2.177400000000001,4.116,0.03999999999999998,2.7924016282225237,0.12121212121212115,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D360_007_WEEKLY,D360_007,WEEKLY,10080,360,2009-11-13 19:12:00,2009-11-14 01:12:00,2009-11-06 19:12:00,2009-11-07 01:12:00,4,noche,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.7341963081899489,0.7911817941023916,0.7709253192703388,60,False,8.6904,4.6061,4.084300000000001,0.469978366933628,underreporting,0.08690400000000001,0.8982166666666666,1.3425159175551287,0.36563396757477357,0.6807166666666666,0.166,3.1004000000000005,-0.704,0.146,-0.47761194029850745,0.6517857142857142,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D360_008_DAILY,D360_008,DAILY,1440,360,2009-08-10 07:54:00,2009-08-10 13:54:00,2009-08-09 07:54:00,2009-08-09 13:54:00,3,mañana,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.5953993761391428,0.7071864851483805,0.6676997758232194,60,False,2.9533,1.7124666666666666,1.2408333333333335,0.4201514689782052,underreporting,0.029533,0.29955000000000004,0.5100019063145199,0.05169957730925843,0.20680555555555558,0.034,1.1382999999999999,-0.784,0.11600000000000002,-0.7140255009107468,0.5420560747663552,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D360_008_WEEKLY,D360_008,WEEKLY,10080,360,2009-08-10 07:54:00,2009-08-10 13:54:00,2009-08-03 07:54:00,2009-08-03 13:54:00,3,mañana,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.5953993761391428,0.7877565361562817,0.731935810533776,60,False,2.9533,1.603233333333333,1.350066666666667,0.45713834241921475,underreporting,0.029533,0.3108444444444445,0.5178555568667559,0.01207829457681815,0.22501111111111113,0.055999999999999994,1.2065000000000003,-0.8760000000000001,0.12000000000000002,-0.7978142076502732,0.5714285714285715,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D360_009_DAILY,D360_009,DAILY,1440,360,2009-06-28 12:04:00,2009-06-28 18:04:00,2009-06-27 12:04:00,2009-06-27 18:04:00,2,tarde,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.8024057524386583,0.7368688753843797,0.7368688753843797,60,False,3.2453000000000003,6.578566666666668,-3.3332666666666677,-1.027105865918919,overreporting,0.032453,0.8354555555555554,1.252895907709637,-0.05454435120752998,-0.5555444444444444,-0.205,2.5899000000000005,-0.926,-0.244,-0.71671826625387,-0.1342134213421342,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D360_009_WEEKLY,D360_009,WEEKLY,10080,360,2009-06-28 12:04:00,2009-06-28 18:04:00,2009-06-21 12:04:00,2009-06-21 18:04:00,2,tarde,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.8024057524386583,0.8693730514571457,0.7951547424741962,60,False,3.2453000000000003,1.7842666666666667,1.4610333333333336,0.450199776086443,underreporting,0.032453,0.3514277777777778,0.5713381271677531,-0.015154372054755944,0.2435055555555556,0.08199999999999996,1.1941000000000002,-1.05,1.1720000000000002,-0.8126934984520124,2.9154228855721396,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D1440_000_DAILY,D1440_000,DAILY,1440,1440,2009-09-28 18:26:00,2009-09-29 18:26:00,2009-09-27 18:26:00,2009-09-28 18:26:00,3,noche,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.852317933115353,0.7940746853718819,0.6824399250022256,60,False,21.28633333333333,22.774733333333334,-1.4884000000000022,-0.06992279866581072,overreporting,0.21286333333333332,0.5265583333333332,0.8160065154968638,0.5722442434711372,-0.06201666666666666,0.0020000000000000018,1.8011999999999988,0.026000000000000023,1.366,0.053497942386831324,2.8106995884773665,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D1440_000_WEEKLY,D1440_000,WEEKLY,10080,1440,2009-09-28 18:26:00,2009-09-29 18:26:00,2009-09-21 18:26:00,2009-09-22 18:26:00,3,noche,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.852317933115353,0.8119997337797548,0.6845865398314411,60,False,21.28633333333333,22.088766666666668,-0.8024333333333367,-0.03769711395418046,overreporting,0.21286333333333332,0.5128236111111111,0.7935215235476183,0.5243335985352804,-0.03343472222222221,-0.03600000000000003,1.6424999999999994,-0.13,1.4100000000000001,-0.2674897119341564,3.1900452488687785,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D1440_001_DAILY,D1440_001,DAILY,1440,1440,2009-10-26 13:19:00,2009-10-27 13:19:00,2009-10-25 13:19:00,2009-10-26 13:19:00,4,tarde,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.8001412729378771,0.8328550257383601,0.8179317218142681,60,False,22.817500000000003,29.779766666666664,-6.962266666666661,-0.3051283736897846,overreporting,0.22817500000000002,0.8922916666666666,1.2838707381283452,0.1059197302537852,-0.2900944444444444,-0.06299999999999999,2.8145999999999995,2.274,-0.10200000000000004,5.8307692307692305,-0.2615384615384616,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D1440_001_WEEKLY,D1440_001,WEEKLY,10080,1440,2009-10-26 13:19:00,2009-10-27 13:19:00,2009-10-19 13:19:00,2009-10-20 13:19:00,4,tarde,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.8001412729378771,0.7698279028942032,0.6046202747234038,60,False,22.817500000000003,26.284833333333335,-3.4673333333333325,-0.15195938789671665,overreporting,0.22817500000000002,0.5105694444444444,0.772031763883096,0.560495066984742,-0.14447222222222222,-0.04999999999999999,1.6663999999999997,-0.066,-1.1139999999999999,-0.16923076923076924,-0.7945791726105563,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D1440_002_DAILY,D1440_002,DAILY,1440,1440,2009-08-14 21:02:00,2009-08-15 21:02:00,2009-08-13 21:02:00,2009-08-14 21:02:00,3,noche,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.7964092028297552,0.6639093741590694,0.6441219918376049,60,False,21.200633333333332,15.5282,5.672433333333332,0.2675596169296829,underreporting,0.21200633333333332,0.7667541666666668,1.217335543307596,-0.13494004188785275,0.2363513888888889,0.040000000000000036,2.6526999999999976,2.6479999999999997,1.0060000000000002,7.480225988700565,2.841807909604521,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D1440_002_WEEKLY,D1440_002,WEEKLY,10080,1440,2009-08-14 21:02:00,2009-08-15 21:02:00,2009-08-07 21:02:00,2009-08-08 21:02:00,3,noche,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,2009-08-15 20:23:00,end,1401.0,False,False,True,False,True,False,False,True,True,False,True,False,0.7964092028297552,0.9026324352749016,0.9026324352749016,60,False,21.200633333333332,8.783633333333334,12.416999999999998,0.5856900501400115,underreporting,0.21200633333333332,0.6448166666666666,1.0965952838976951,0.08442901138171015,0.517375,0.14,2.5340999999999996,-0.07200000000000001,1.1440000000000001,-0.20338983050847462,5.296296296296297,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D1440_003_DAILY,D1440_003,DAILY,1440,1440,2009-11-15 08:38:00,2009-11-16 08:38:00,2009-11-14 08:38:00,2009-11-15 08:38:00,4,mañana,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.8769163645510412,0.8439951205342248,0.8439951205342248,60,False,33.06646666666666,43.3702,-10.303733333333334,-0.3116067234277627,overreporting,0.33066466666666666,1.2481444444444445,1.6104396863382786,0.3315846152805267,-0.42932222222222227,-0.5550000000000004,3.3366999999999973,0.7580000000000001,0.566,0.8896713615023476,0.664319248826291,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D1440_003_WEEKLY,D1440_003,WEEKLY,10080,1440,2009-11-15 08:38:00,2009-11-16 08:38:00,2009-11-08 08:38:00,2009-11-09 08:38:00,4,mañana,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.8769163645510412,0.8007911659132098,0.6011872413783618,60,False,33.06646666666666,44.7655,-11.69903333333334,-0.35380355123115687,overreporting,0.33066466666666666,1.2196569444444445,1.7988756835868343,0.2502894567325672,-0.4874597222222222,-0.15299999999999997,4.035799999999999,1.04,0.016000000000000014,1.2206572769953052,0.011412268188302436,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D1440_004_DAILY,D1440_004,DAILY,1440,1440,2009-09-19 17:43:00,2009-09-20 17:43:00,2009-09-18 17:43:00,2009-09-19 17:43:00,3,tarde,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.8491684923364388,0.8212488398355755,0.7672380365408034,60,False,35.758533333333325,31.038666666666664,4.719866666666661,0.1319927364657013,underreporting,0.35758533333333326,1.0621,1.4802707935449588,0.19600408766301403,0.19666111111111112,0.067,2.999199999999999,-2.322,-0.8320000000000001,-0.9042056074766355,-0.32398753894081,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D1440_004_WEEKLY,D1440_004,WEEKLY,10080,1440,2009-09-19 17:43:00,2009-09-20 17:43:00,2009-09-12 17:43:00,2009-09-13 17:43:00,3,tarde,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.8491684923364388,0.8245777219183279,0.7946114486834743,60,False,35.758533333333325,31.631000000000004,4.1275333333333215,0.11542792582842666,underreporting,0.35758533333333326,1.0150472222222222,1.4343967101963886,0.3729747641911181,0.17198055555555558,0.09499999999999993,2.8281,-1.69,0.498,-0.6580996884735202,0.40226171243941844,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
