fold,umbral_P_multiseason,umbral_P_robust_z,umbral_H_relative,umbral_H_robust_z
0,0.03073442541062832,3.020551350768968,0.8812196929234116,2.2298017194292883
1,0.07002482563257217,6.279546254031472,0.9033520535014116,2.5660957829467836
2,0.037621162831783295,3.342717488180697,0.9243873063486123,2.472706477639066
3,0.05091327056288719,2.8146924621932383,0.8830206585604656,2.8485698436362252
